name,type,source,producers,genre,studio,episodes,airing,duration,rating,score,scored_by,rank,popularity,members,favorites
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,TV,Light novel,"['Media Factory', 'KlockWorx', 'Memory-Tech', 'Toshiba Entertainment', 'Toshiba Digital Frontiers']","['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Parody', 'Shounen']",['ufotable'],12.0,False,24 min per ep,PG - Children,6.9,1541.0,4032.0,5572.0,4314.0,15.0
Mitsu x Mitsu Drops,OVA,Manga,"['Radix', 'Soft Garage']","['Drama', 'Romance', 'School', 'Shoujo']",[],2.0,False,27 min per ep,PG-13 - Teens 13 or older,6.1,10701.0,7410.0,2875.0,20171.0,77.0
Jagainu-kun,TV,Unknown,['Aniplex'],"['Adventure', 'Fantasy', 'Kids', 'Shoujo', 'Slice of Life']",[],26.0,False,3 min per ep,G - All Ages,6.58,491.0,5440.0,8510.0,1167.0,5.0
Zero no Tsukaima: Futatsuki no Kishi,TV,Light novel,"['Genco', 'Media Factory', 'Shochiku', 'Happinet Pictures']","['Action', 'Adventure', 'Harem', 'Comedy', 'Magic', 'Romance', 'Ecchi', 'Fantasy', 'School']",['J.C.Staff'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,7.64,208919.0,1278.0,220.0,328531.0,1234.0
Dai Mahou Touge Omake,Special,Unknown,[],['Comedy'],['Diomedea'],4.0,False,1 min per ep,PG-13 - Teens 13 or older,6.89,3720.0,4054.0,4720.0,6552.0,2.0
Major S3,TV,Manga,['NHK'],"['Drama', 'Shounen', 'Sports']",['Studio Hibari'],26.0,False,25 min per ep,PG-13 - Teens 13 or older,8.36,27324.0,200.0,1889.0,42142.0,293.0
Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,Special,Original,[],"['Military', 'Drama', 'Seinen']",['J.C.Staff'],1.0,False,22 min,PG-13 - Teens 13 or older,7.04,1240.0,3538.0,7039.0,2297.0,1.0
Clamp Gakuen Tanteidan,TV,Manga,['Bandai Visual'],"['Action', 'Mystery', 'Comedy', 'Shoujo']",['Studio Pierrot'],26.0,False,24 min per ep,G - All Ages,7.0,3440.0,3665.0,4041.0,9624.0,26.0
Gaiking: Legend of Daiku-Maryu,TV,Unknown,[],"['Action', 'Mecha', 'Sci-Fi']",['Toei Animation'],39.0,False,25 min per ep,G - All Ages,7.25,919.0,2657.0,6175.0,3325.0,12.0
Princess Nine: Kisaragi Joshikou Yakyuubu,TV,Original,['NHK'],"['Sports', 'Romance', 'Drama']",['Phoenix Entertainment'],26.0,False,25 min per ep,PG-13 - Teens 13 or older,7.24,2556.0,2714.0,4438.0,7650.0,37.0
Rec: Yurusarezarumono,Special,Manga,[],"['Comedy', 'Drama', 'Romance', 'Seinen']",['Shaft'],1.0,False,13 min,PG-13 - Teens 13 or older,7.23,12467.0,2745.0,2920.0,19454.0,4.0
Haou Taikei Ryuu Knight,TV,Manga,[],"['Action', 'Adventure', 'Fantasy', 'Mecha']",['Sunrise'],52.0,False,25 min per ep,PG-13 - Teens 13 or older,6.65,394.0,5114.0,7265.0,2082.0,6.0
Haou Taikei Ryuu Knight: Adeu Legend,OVA,Unknown,[],"['Action', 'Adventure', 'Fantasy', 'Mecha']",['Sunrise'],13.0,False,30 min per ep,PG-13 - Teens 13 or older,6.35,207.0,6418.0,9232.0,810.0,0.0
Haou Daikei Ryuu Knight: Adeu Legend II,OVA,Unknown,[],"['Action', 'Adventure', 'Fantasy', 'Mecha']",['Sunrise'],3.0,False,30 min per ep,PG-13 - Teens 13 or older,6.17,157.0,7153.0,9925.0,564.0,0.0
Haou Daikei Ryuu Knight: Adeu Legend Final,OVA,Unknown,[],"['Parody', 'Adventure', 'Fantasy', 'Comedy', 'Mecha']",['Sunrise'],1.0,False,30 min,PG-13 - Teens 13 or older,6.29,142.0,6670.0,9960.0,554.0,0.0
Hidamari Sketch,TV,4-koma manga,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']","['Slice of Life', 'Comedy', 'School', 'Seinen']",['Shaft'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,7.47,18631.0,1767.0,1558.0,55287.0,763.0
Cutey Honey F,TV,Unknown,['Dynamic Planning'],"['Action', 'Adventure', 'Comedy', 'Magic', 'Romance', 'Sci-Fi', 'Shoujo']",['Toei Animation'],39.0,False,23 min per ep,PG-13 - Teens 13 or older,6.61,1185.0,5293.0,5035.0,5598.0,13.0
Rockman Hoshi ni Negai wo,OVA,Unknown,[],"['Action', 'Sci-Fi', 'Adventure']",[],3.0,False,30 min per ep,G - All Ages,6.52,1116.0,5720.0,6769.0,2610.0,6.0
JaJa Uma! Quartet,OVA,Unknown,[],"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",[],2.0,False,30 min per ep,PG-13 - Teens 13 or older,5.13,479.0,9566.0,8603.0,1117.0,0.0
Kimi ga Nozomu Eien: Ayu Mayu Gekijou,ONA,Visual novel,"['Lantis', 'Age', 'Rakuonsha']",['Comedy'],['Picture Magic'],7.0,False,5 min per ep,PG-13 - Teens 13 or older,6.27,2525.0,6763.0,5178.0,5178.0,5.0
Taiyou no Mokushiroku: A Spirit of the Sun,Special,Manga,['Tohokushinsha Film Corporation'],"['Drama', 'Sci-Fi']",['Madhouse'],2.0,False,1 hr 17 min per ep,R - 17+ (violence & profanity),7.03,583.0,3574.0,7396.0,1964.0,3.0
Gakuen Utopia Manabi Straight!,TV,Original,"['Starchild Records', 'KlockWorx', 'ASCII Media Works']","['Slice of Life', 'Comedy', 'School']",['ufotable'],12.0,False,24 min per ep,G - All Ages,7.32,8434.0,2383.0,2639.0,23772.0,89.0
Grappler Baki,OVA,Manga,['Knack Productions'],"['Action', 'Sports', 'Martial Arts', 'Shounen']",[],1.0,False,45 min,R - 17+ (violence & profanity),6.88,3696.0,4092.0,4577.0,7067.0,15.0
Tokyo Majin Gakuen Kenpucho: Tou,TV,Game,['Trinity Sound'],"['Action', 'Horror', 'Supernatural', 'Drama', 'Martial Arts', 'Fantasy', 'School']","['AIC Spirits', 'BeSTACK']",14.0,False,24 min per ep,R - 17+ (violence & profanity),7.24,20078.0,2723.0,1578.0,54584.0,234.0
